City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Flin Flon,CA,54.7682,-101.865,53.44,44,20,8.48,few clouds
343,Mizan Teferi,ET,6.9833,35.5833,61.79,97,98,1.48,overcast clouds
344,Megion,RU,61.0296,76.1136,53.62,55,9,8.86,clear sky
345,Sandane,NO,61.7728,6.215,54.57,76,75,3.44,broken clouds
346,Beatrice,US,40.2681,-96.747,83.84,62,90,4.0,overcast clouds
347,Ziro,IN,27.6333,93.8333,56.32,94,2,2.15,clear sky
348,Goderich,CA,43.7501,-81.7165,63.21,77,100,13.8,overcast clouds
349,Monteria,CO,8.748,-75.8814,84.87,74,100,4.76,overcast clouds
350,Berbera,SO,10.4396,45.0143,90.52,59,85,1.41,overcast clouds
351,Raga,SS,8.4596,25.678,81.3,29,100,5.53,overcast clouds
352,Gazli,UZ,40.1333,63.45,81.86,19,0,4.59,clear sky
353,Abu Dhabi,AE,24.4667,54.3667,89.71,60,0,7.96,clear sky
354,Bilma,NE,18.6853,12.9164,93.27,8,0,3.53,clear sky
355,Lebu,CL,-37.6167,-73.65,55.18,70,100,5.64,overcast clouds
356,Lagoa,PT,39.05,-27.9833,60.76,65,1,10.25,clear sky
357,Selma,US,36.5708,-119.6121,80.1,19,0,5.59,clear sky
358,Chuy,UY,-33.6971,-53.4616,54.55,90,100,22.1,overcast clouds
359,Xinzhou,CN,38.4092,112.7333,52.83,23,0,2.98,clear sky
360,Iguape,BR,-24.7081,-47.5553,77.81,70,20,10.25,few clouds
361,Hay River,CA,60.8156,-115.7999,58.98,36,40,11.5,scattered clouds
362,Geraldton,AU,-28.7667,114.6,59.41,66,40,25.66,scattered clouds
363,Balkanabat,TM,39.5108,54.3671,87.82,7,0,11.27,clear sky
364,Ko Samui,TH,9.5357,99.9357,85.05,69,100,12.8,overcast clouds
365,Morristown,US,36.214,-83.2949,88.21,39,1,6.91,clear sky
366,Villa Bruzual,VE,9.3328,-69.1208,87.31,61,100,1.59,overcast clouds
367,Balyaga,RU,51.1507,108.921,37.22,65,97,8.77,overcast clouds
368,Abay,KZ,49.6311,72.8539,48.58,38,27,6.51,scattered clouds
369,Talara,PE,-4.5772,-81.2719,81.36,54,0,11.5,clear sky
370,Sibu,MY,2.3,111.8167,77.31,96,40,2.24,scattered clouds
371,Kununurra,AU,-15.7667,128.7333,66.18,94,1,0.0,clear sky
372,Esperance,AU,-33.8667,121.9,54.84,68,100,24.07,moderate rain
373,The Valley,AI,18.217,-63.0578,85.86,74,20,14.97,few clouds
374,Naryan-Mar,RU,67.6713,53.087,33.13,59,40,12.28,scattered clouds
375,Omboue,GA,-1.5746,9.2618,77.52,90,100,7.16,overcast clouds
376,Ca Mau,VN,9.1769,105.15,79.43,83,100,10.54,overcast clouds
377,Winnemucca,US,40.973,-117.7357,51.85,48,90,16.51,overcast clouds
378,Wawa,NG,9.9022,4.4192,81.86,64,52,10.04,light rain
379,Chernyshevskiy,RU,63.0128,112.4714,36.79,63,5,2.08,clear sky
380,Coahuayana,MX,18.7333,-103.6833,98.08,37,52,8.43,broken clouds
381,Talaya,RU,61.3833,152.75,36.99,75,35,3.44,scattered clouds
382,Vanavara,RU,60.34,102.2797,40.19,75,89,4.18,overcast clouds
383,Batemans Bay,AU,-35.7167,150.1833,55.9,93,27,3.8,scattered clouds
384,Bukama,CD,-9.2,25.85,67.69,50,1,3.22,clear sky
385,Verkhnevilyuysk,RU,63.4453,120.3167,36.54,59,4,3.78,clear sky
386,Inhambane,MZ,-23.865,35.3833,67.98,73,20,4.61,few clouds
387,Cairns,AU,-16.9167,145.7667,71.55,91,90,10.36,overcast clouds
388,Hamilton,US,39.1834,-84.5333,86.77,56,90,3.0,overcast clouds
389,Brownwood,US,31.7093,-98.9912,80.37,61,100,13.38,overcast clouds
390,Matay,EG,28.419,30.7792,78.53,32,0,23.02,clear sky
391,Baranain,ES,42.8057,-1.6773,58.14,59,20,8.05,few clouds
392,San Patricio,US,28.017,-97.5169,87.03,64,93,7.0,overcast clouds
393,Doha,QA,25.2867,51.5333,95.31,52,0,5.75,clear sky
394,Waingapu,ID,-9.6567,120.2641,75.27,86,43,4.9,scattered clouds
395,Mehamn,NO,71.0357,27.8492,36.82,56,25,3.71,scattered clouds
396,Lavrentiya,RU,65.5833,-171.0,31.78,92,100,4.41,overcast clouds
397,Saint-Pierre,RE,-21.3393,55.4781,73.04,93,75,6.91,moderate rain
398,Kharp,RU,66.8014,65.8081,47.93,71,80,19.53,broken clouds
399,Marzuq,YE,14.4,46.4667,81.55,22,58,7.94,broken clouds
400,Hami,CN,42.8,93.45,65.1,17,0,6.08,clear sky
401,Along,IN,28.1667,94.7667,71.4,95,11,2.1,few clouds
402,Urucara,BR,-2.5364,-57.76,85.62,67,100,3.36,overcast clouds
403,Awjilah,LY,29.1081,21.2869,81.46,16,0,10.25,clear sky
404,Shenzhen,CN,22.5455,114.0683,86.27,82,17,3.44,few clouds
405,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,73,100,9.84,overcast clouds
406,Sibolga,ID,1.7427,98.7792,76.86,90,54,3.51,broken clouds
407,Benalla,AU,-36.55,145.9833,51.3,75,100,4.85,overcast clouds
408,Matara,LK,5.9485,80.5353,80.11,89,100,11.95,overcast clouds
409,Vila Velha,BR,-20.3297,-40.2925,84.96,65,0,11.01,clear sky
410,Iqaluit,CA,63.7506,-68.5145,20.93,62,75,20.0,broken clouds
411,Tarakan,ID,3.3,117.6333,79.47,82,100,6.38,light rain
412,Magan,ES,39.9683,-3.931,64.92,46,42,8.03,scattered clouds
413,Rawson,AR,-43.3002,-65.1023,58.03,53,58,10.42,broken clouds
414,Taunggyi,MM,20.7833,97.0333,68.38,77,97,3.71,overcast clouds
415,Jumla,NP,29.2747,82.1838,54.03,93,0,4.45,clear sky
416,Berlevag,NO,70.8578,29.0864,35.4,67,40,1.5,scattered clouds
417,Pevek,RU,69.7008,170.3133,27.63,85,13,4.09,few clouds
418,Prieska,ZA,-29.6641,22.7474,59.92,20,69,6.62,broken clouds
419,Uporovo,RU,56.3109,66.2693,61.88,90,78,6.26,broken clouds
420,Tiksi,RU,71.6872,128.8694,26.37,79,60,8.72,broken clouds
421,Bengkulu,ID,-3.8004,102.2655,76.06,91,100,3.56,overcast clouds
422,Lalmohan,BD,22.3384,90.7419,85.8,75,100,15.66,moderate rain
423,Rivne,UA,50.6231,26.2274,52.75,82,100,3.85,overcast clouds
424,Huarmey,PE,-10.0681,-78.1522,71.06,73,13,10.02,few clouds
425,Kuybyshevo,RU,47.8123,38.9073,66.51,66,40,6.93,scattered clouds
426,Kichera,RU,55.9375,110.0997,37.6,61,61,4.61,broken clouds
427,Skjervoy,NO,70.0311,20.9714,39.13,55,11,11.43,few clouds
428,Finschhafen,PG,-6.6024,147.8681,77.9,85,100,6.22,light rain
429,Codrington,AU,-38.2667,141.9667,54.5,67,100,10.69,overcast clouds
430,Belogorsk,RU,50.9158,128.4611,49.24,86,100,16.44,overcast clouds
431,Sioux Lookout,CA,50.1001,-91.917,55.47,54,75,11.5,broken clouds
432,Akdagmadeni,TR,39.6603,35.8836,44.65,96,99,3.83,overcast clouds
433,Kendal,GB,54.3268,-2.7476,49.1,95,100,14.83,moderate rain
434,Sheboygan,US,43.7333,-87.9334,53.6,87,90,14.97,overcast clouds
435,Vilyuysk,RU,63.7553,121.6247,36.07,55,3,3.74,clear sky
436,Zhigansk,RU,66.7697,123.3711,36.57,53,1,7.2,clear sky
437,Sayyan,YE,15.1718,44.3244,66.33,51,39,4.07,scattered clouds
438,Hornepayne,CA,49.2138,-84.7705,53.47,41,20,9.33,few clouds
439,Flinders,AU,-34.5833,150.8552,60.21,95,94,1.01,overcast clouds
440,Gerash,IR,27.6652,54.1371,91.54,18,2,6.87,clear sky
441,Pemangkat,ID,1.1667,108.9667,78.1,89,100,4.05,overcast clouds
442,Saint-Georges,GD,12.0564,-61.7485,85.68,70,75,27.63,broken clouds
443,Coffs Harbour,AU,-30.3,153.1333,57.16,82,90,9.22,overcast clouds
444,Auki,SB,-8.7676,160.7034,76.78,90,100,10.29,heavy intensity rain
445,Alofi,NU,-19.0595,-169.9187,78.8,94,13,4.61,few clouds
446,Klaksvik,FO,62.2266,-6.589,47.32,74,84,6.93,broken clouds
447,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,71,40,8.05,scattered clouds
448,Linhares,BR,-19.3911,-40.0722,85.26,44,100,6.51,overcast clouds
449,Kalmar,SE,56.6616,16.3616,51.96,75,90,6.91,overcast clouds
450,Ust-Nera,RU,64.5667,143.2,36.95,92,99,2.28,overcast clouds
451,La Asuncion,VE,11.0333,-63.8628,91.13,77,17,18.12,few clouds
452,Camacha,PT,33.0833,-16.3333,63.54,55,40,14.97,scattered clouds
453,Champasak,LA,14.75,106.0,73.92,98,100,3.15,overcast clouds
454,Araouane,ML,18.9048,-3.5265,101.35,13,12,8.37,few clouds
455,Middelburg,ZA,-25.7751,29.4648,52.27,59,0,3.02,clear sky
456,Nome,US,64.5011,-165.4064,37.17,80,90,5.75,overcast clouds
457,Baculin,PH,7.4525,126.5842,78.22,84,100,4.23,overcast clouds
458,Dargaville,NZ,-35.9333,173.8833,56.68,68,100,14.45,overcast clouds
459,Gunupur,IN,19.0833,83.8167,84.63,60,100,1.36,overcast clouds
460,Arcachon,FR,44.5875,-1.0519,61.41,63,0,2.3,clear sky
461,Apollonia,GR,36.9716,24.7231,69.93,62,0,9.84,clear sky
462,Atambua,ID,-9.1061,124.8925,69.48,87,16,4.88,few clouds
463,Tashtyp,RU,52.7939,89.8983,49.91,90,68,5.73,broken clouds
464,Perth,AU,-31.9333,115.8333,50.18,95,75,20.31,broken clouds
465,Port Hardy,CA,50.6996,-127.4199,57.38,72,75,10.36,broken clouds
466,Orzu,TJ,37.5593,68.8184,68.4,27,0,3.18,clear sky
467,Boa Vista,BR,2.8197,-60.6733,91.38,55,75,9.22,broken clouds
468,Svetlyy,RU,54.675,20.1347,50.05,81,95,6.67,overcast clouds
469,Namibe,AO,-15.1961,12.1522,73.69,83,56,5.14,broken clouds
470,Illapel,CL,-31.6308,-71.1653,72.99,15,100,4.99,overcast clouds
471,Campoalegre,CO,2.6849,-75.3231,85.28,69,75,0.38,broken clouds
472,Noumea,NC,-22.2763,166.4572,70.0,99,65,7.49,broken clouds
473,Tarauaca,BR,-8.1614,-70.7656,82.67,83,43,1.1,light rain
474,Juliaca,PE,-15.5,-70.1333,53.6,26,75,6.91,broken clouds
475,Puerto Ayacucho,VE,5.6639,-67.6236,87.31,70,48,4.07,scattered clouds
476,Sola,VU,-13.8833,167.55,78.84,78,100,19.44,overcast clouds
477,Marsaxlokk,MT,35.8419,14.5431,72.09,94,20,11.5,few clouds
478,Lorengau,PG,-2.0226,147.2712,79.7,82,88,4.59,overcast clouds
479,Bulaevo,KZ,54.9056,70.4439,63.59,83,100,7.45,light rain
480,Bonavista,CA,48.6499,-53.1147,53.11,96,100,13.0,moderate rain
481,Juegang,CN,32.3174,121.1855,61.61,87,100,6.04,overcast clouds
482,Nenjiang,CN,49.1833,125.2167,44.82,62,18,12.3,few clouds
483,Pashiya,RU,58.4324,58.2562,55.24,70,100,1.77,overcast clouds
484,Uyaan,PH,7.8631,124.0411,63.45,92,68,2.62,broken clouds
485,Paragominas,BR,-2.9667,-47.4833,81.9,79,100,3.29,overcast clouds
486,Mersing,MY,2.4312,103.8405,78.71,94,100,4.61,overcast clouds
487,Batagay-Alyta,RU,67.8006,130.4114,29.34,73,14,4.07,few clouds
488,Kaeo,NZ,-35.1,173.7833,56.32,74,99,13.49,overcast clouds
489,Kirakira,SB,-10.4544,161.9205,76.32,94,100,7.96,light rain
490,Te Anau,NZ,-45.4167,167.7167,40.33,94,22,4.07,few clouds
491,Balarampur,IN,23.1167,86.2167,88.45,38,18,6.08,few clouds
492,Vao,NC,-22.6667,167.4833,71.31,60,1,15.64,clear sky
493,Atar,MR,20.5169,-13.0499,100.89,14,2,12.41,clear sky
494,Teya,RU,60.3778,92.6267,50.45,99,100,5.23,moderate rain
495,Henties Bay,NA,-22.116,14.2845,75.58,42,0,8.37,clear sky
496,Thai Binh,VN,20.45,106.3333,84.2,87,83,7.67,broken clouds
497,Niquero,CU,20.0431,-77.5828,82.44,66,87,9.31,light rain
498,Rio Muerto,MX,27.4167,-110.2333,91.92,21,0,10.38,clear sky
499,Kimberley,ZA,-28.7323,24.7623,49.69,46,29,8.05,scattered clouds
500,Monrovia,LR,6.3005,-10.7969,83.97,78,98,8.32,overcast clouds
501,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,40,6.91,scattered clouds
502,Tilichiki,RU,60.4667,166.1,31.5,87,100,8.01,overcast clouds
503,Urdoma,RU,61.7533,48.5442,55.71,54,36,3.76,scattered clouds
504,Kangaatsiaq,GL,68.3065,-53.4641,36.19,59,12,19.17,few clouds
505,Hammerfest,NO,70.6634,23.6821,37.85,52,75,8.05,broken clouds
506,Bud,US,39.447,-86.1758,86.49,62,100,6.31,overcast clouds
507,Cascais,PT,38.6979,-9.4215,62.46,57,40,13.0,scattered clouds
508,Plettenberg Bay,ZA,-34.0527,23.3716,62.62,46,8,6.62,clear sky
509,Nagaur,IN,27.2,73.7333,86.77,41,0,4.27,clear sky
510,Suntar,RU,62.1444,117.6319,37.81,67,9,3.83,clear sky
511,Hambantota,LK,6.1241,81.1185,81.72,82,100,16.73,overcast clouds
512,Necochea,AR,-38.5473,-58.7368,56.26,70,100,19.84,overcast clouds
513,Alwar,IN,27.5667,76.6,83.5,41,0,4.59,clear sky
514,Pelym,RU,61.0108,61.9978,57.6,53,0,6.42,clear sky
515,Tura,IN,25.5198,90.2201,79.39,69,0,3.24,clear sky
516,Nanakuli,US,21.3906,-158.1547,81.03,69,1,3.71,clear sky
517,Mnogovershinnyy,RU,53.9353,139.9242,31.3,98,78,6.49,broken clouds
518,Labuhan,ID,-6.8844,112.2051,78.39,85,86,4.18,overcast clouds
519,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,64,85,5.17,overcast clouds
520,Ossora,RU,59.2353,163.0719,34.12,84,5,5.79,clear sky
521,Port Dover,CA,42.7834,-80.1997,79.59,71,100,10.45,overcast clouds
522,Warri,NG,5.5167,5.75,79.25,83,87,5.75,overcast clouds
523,Manjeshwar,IN,12.7194,74.8861,81.55,81,64,1.52,broken clouds
524,Olinda,BR,-8.0089,-34.8553,80.33,71,40,10.11,scattered clouds
525,Loiza,PR,18.4313,-65.8802,83.8,74,75,13.35,broken clouds
526,Istok,XK,42.7808,20.4875,74.32,77,67,3.4,broken clouds
527,Qandala,SO,11.472,49.8728,86.07,72,47,5.3,scattered clouds
528,Pangody,RU,65.85,74.4859,51.8,83,97,13.82,light rain
529,Buncrana,IE,55.1333,-7.45,49.82,81,60,3.98,broken clouds
530,Tuy Hoa,VN,13.0833,109.3,77.59,90,100,5.82,overcast clouds
531,Boleslawiec,PL,51.2642,15.5697,53.02,91,0,6.33,clear sky
532,Tacuati,PY,-23.45,-56.5833,72.73,22,0,6.38,clear sky
533,Wanaka,NZ,-44.7,169.15,40.62,84,53,4.9,broken clouds
534,Richards Bay,ZA,-28.783,32.0377,64.2,79,0,8.97,clear sky
535,Great Bend,US,38.3645,-98.7648,75.33,75,90,8.99,overcast clouds
536,Malm,NO,64.0721,11.2172,55.78,74,99,5.75,overcast clouds
537,Waipawa,NZ,-41.4122,175.5153,50.63,80,100,17.83,overcast clouds
538,Teguldet,RU,57.3064,88.1667,57.81,94,100,9.89,overcast clouds
539,Coihueco,CL,-36.6167,-71.8333,57.94,46,0,6.98,clear sky
540,Corinto,GR,37.9407,22.9573,74.03,49,0,1.5,clear sky
541,Aksu,CN,41.1231,80.2644,68.85,24,80,3.06,broken clouds
542,Aitape,PG,-3.1374,142.3475,77.76,88,100,4.41,moderate rain
543,Vredendal,ZA,-31.6683,18.5012,70.48,23,8,10.4,clear sky
544,Batticaloa,LK,7.7102,81.6924,81.16,79,86,4.74,overcast clouds
545,Maceio,BR,-9.6658,-35.7353,83.64,69,20,9.15,few clouds
546,Shimoda,JP,34.6667,138.95,67.1,79,64,3.56,broken clouds
547,College,US,64.8569,-147.8028,48.65,61,75,3.44,broken clouds
548,Bahia Blanca,AR,-38.7196,-62.2724,58.41,55,0,9.98,clear sky
549,Yangambi,CD,0.8102,24.4336,69.24,97,98,2.04,overcast clouds
550,Tingi,TZ,-11.3,35.0333,57.87,85,57,0.85,broken clouds
551,Umm Kaddadah,SD,13.6017,26.6876,84.54,11,7,12.59,clear sky
552,Ayan,RU,56.45,138.1667,32.9,99,100,14.65,light snow
553,Malakal,SS,9.5334,31.6605,85.33,48,43,4.97,scattered clouds
554,San Juan De Uraba,CO,8.7592,-76.5297,84.54,75,100,9.06,overcast clouds
555,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.65,69,1,7.47,clear sky
556,Port Hedland,AU,-20.3167,118.5667,68.05,77,24,10.36,few clouds
557,Najran,SA,17.4924,44.1277,86.65,28,0,5.57,clear sky
558,Lasa,IT,46.6166,10.7002,56.28,91,100,2.08,overcast clouds
559,Kibala,TD,9.1104,18.3463,84.15,58,20,6.91,few clouds
560,Yumen,CN,40.2833,97.2,53.62,18,0,7.85,clear sky
561,Staryy Nadym,RU,65.6118,72.6842,53.96,73,58,16.46,broken clouds
562,Carroll,US,39.5501,-77.0164,91.02,45,40,5.99,scattered clouds
563,Vidim,RU,56.4088,103.1106,36.32,75,58,3.2,broken clouds
564,Olafsvik,IS,64.8945,-23.7142,42.19,74,12,19.1,few clouds
565,Zabid,YE,14.1951,43.3152,94.19,38,74,1.66,broken clouds
566,Kashi,CN,39.4547,75.9797,69.01,21,40,4.7,scattered clouds
567,Mitsamiouli,KM,-11.3847,43.2844,78.8,66,21,11.56,few clouds
568,Hoquiam,US,46.9809,-123.8893,58.53,87,90,11.5,overcast clouds
569,Nha Trang,VN,12.25,109.1833,78.8,89,100,5.46,overcast clouds
570,Tsabong,BW,-26.0217,22.401,63.19,39,3,10.63,clear sky
571,Kyren,RU,51.6828,102.1408,33.84,85,59,2.71,broken clouds
572,Gaya,IN,24.7833,85.0,92.07,29,6,2.39,clear sky
573,Paamiut,GL,61.994,-49.6678,35.49,72,100,24.18,overcast clouds
574,Nsanje,MW,-16.92,35.262,66.34,95,100,2.35,overcast clouds
575,Mangrol,IN,21.1167,70.1167,84.24,76,0,11.61,clear sky
576,Asau,RO,46.4333,26.4,67.12,84,71,4.29,broken clouds
577,Luangwa,ZM,-15.6167,30.4167,70.72,63,63,8.93,broken clouds
578,Yambio,SS,4.5721,28.3955,67.87,98,100,1.48,moderate rain
579,Mozzozzin,PH,17.45,121.75,77.18,87,0,4.47,clear sky
580,Umtata,ZA,-31.5889,28.7844,52.61,42,42,4.9,scattered clouds
581,Torbay,CA,47.6666,-52.7314,54.75,81,90,34.52,light rain
582,Andenes,NO,69.3143,16.1194,40.98,65,6,21.85,clear sky
583,Manzhouli,CN,49.6,117.4333,36.54,62,52,22.03,broken clouds
584,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,70.52,24,99,6.51,overcast clouds
585,Chon Daen,TH,16.1895,100.8596,83.57,68,9,0.72,clear sky
586,Parambu,BR,-6.2111,-40.6944,87.73,41,48,6.96,scattered clouds
587,Yarim,YE,14.298,44.3779,61.81,51,10,6.06,clear sky
588,Sikonge,TZ,-5.6333,32.7667,66.11,63,0,4.0,clear sky
589,Belle Glade,US,26.6845,-80.6676,85.98,41,9,12.08,clear sky
590,San Luis,AR,-33.295,-66.3356,56.84,33,0,7.29,clear sky
591,Buritizeiro,BR,-17.3511,-44.9622,89.17,30,94,6.93,overcast clouds
592,Mitu,CO,1.1983,-70.1733,86.34,71,47,1.23,scattered clouds
593,Karratha,AU,-20.7377,116.8463,74.16,57,97,11.86,overcast clouds
594,Havelock,US,34.8791,-76.9013,95.05,37,40,1.01,scattered clouds
595,Buchanan,LR,5.8808,-10.0467,84.16,79,45,7.11,scattered clouds
596,Superior,US,46.7208,-92.1041,42.62,89,90,17.27,overcast clouds
597,Banda Aceh,ID,5.5577,95.3222,81.48,80,100,10.89,overcast clouds
598,Palmer,US,42.1584,-72.3287,87.03,55,75,1.99,broken clouds
599,Vardo,NO,70.3705,31.1107,35.35,61,19,6.31,few clouds
600,Mahibadhoo,MV,3.7833,72.9667,83.97,76,100,14.76,overcast clouds
601,Dolores,AR,-36.3132,-57.6792,56.88,74,100,19.06,moderate rain
602,Xining,CN,36.6167,101.7667,42.17,79,3,2.51,clear sky
603,Sao Sebastiao,BR,-23.76,-45.4097,75.81,84,100,2.59,overcast clouds
604,Faro,PT,37.0194,-7.9322,67.78,42,0,16.11,clear sky
605,Beloha,MG,-25.1667,45.05,63.43,93,1,5.46,clear sky
606,Isiro,CD,2.7739,27.616,66.7,99,100,2.98,overcast clouds
607,Caiaponia,BR,-16.9567,-51.8103,76.8,72,100,6.29,heavy intensity rain
608,Taoudenni,ML,22.6783,-3.9836,105.53,11,0,3.91,clear sky
609,Cuenca,EC,-2.8833,-78.9833,66.33,55,75,10.36,light rain
610,Roald,NO,62.5833,6.1333,57.25,87,75,2.3,light rain
611,Hudiksvall,SE,61.729,17.1036,39.52,80,38,4.79,scattered clouds
612,Midrand,ZA,-25.9636,28.1378,53.4,51,97,3.74,overcast clouds
613,Robat Karim,IR,35.4846,51.0829,80.46,22,40,13.8,scattered clouds
614,Zhongshan,CN,21.3226,110.5829,80.94,90,63,7.09,broken clouds
615,Guerrero,MX,17.6667,-100.0,89.74,28,27,4.07,scattered clouds
616,Fort Nelson,CA,58.8053,-122.7002,63.99,29,75,9.22,broken clouds
617,Rio Gallegos,AR,-51.6226,-69.2181,44.65,76,0,16.11,clear sky
618,Kapuskasing,CA,49.4169,-82.4331,48.29,53,20,8.05,few clouds
619,Tifton,US,31.4505,-83.5085,89.01,37,1,3.44,clear sky
620,Belyy Yar,RU,53.6039,91.3903,57.09,83,0,9.75,clear sky
621,Arlit,NE,18.7369,7.3853,93.63,8,5,2.98,clear sky
622,Kotelnich,RU,58.3089,48.348,57.0,66,100,5.95,overcast clouds
623,Harrisburg,US,40.2737,-76.8844,91.92,37,75,9.22,broken clouds
624,Kloulklubed,PW,7.0419,134.2556,77.5,77,100,9.78,overcast clouds
625,Balabac,PH,7.9868,117.0645,81.64,80,99,8.88,overcast clouds
626,Shaoyang,CN,27.2315,111.4525,62.31,95,100,2.13,overcast clouds
627,Topchanchi,IN,23.9,86.2,90.07,38,6,5.57,clear sky
628,Japoata,BR,-10.3467,-36.8011,78.24,73,99,8.28,overcast clouds
629,Zhanakorgan,KZ,43.9098,67.2495,80.35,22,16,23.4,few clouds
630,Smidovich,RU,48.6,133.8167,59.72,94,100,6.22,overcast clouds
631,Filingue,NE,14.3521,3.3168,98.85,19,95,2.62,overcast clouds
632,Port-Cartier,CA,50.0334,-66.8654,53.82,39,100,13.22,overcast clouds
633,Tab,HU,46.7314,18.032,53.24,86,100,9.04,light rain
634,Rundu,NA,-17.9333,19.7667,60.44,39,0,5.91,clear sky
635,Gat,IL,31.61,34.7642,70.48,75,6,5.06,clear sky
636,Ballina,AU,-28.8667,153.5667,55.78,100,40,6.91,scattered clouds
637,Cozumel,MX,20.5083,-86.9458,86.11,70,40,8.01,scattered clouds
638,Taganak,PH,6.0833,118.3,75.34,75,100,2.17,overcast clouds
639,Kupang,ID,-10.1667,123.5833,74.71,84,6,7.92,clear sky
640,Tambovka,RU,50.0969,128.0489,48.31,83,100,14.0,overcast clouds
641,Portland,US,45.5234,-122.6762,59.0,67,90,4.61,light intensity drizzle
642,Lebork,PL,54.5392,17.7501,54.95,83,18,5.82,few clouds
643,Margate,GB,51.3813,1.3862,55.11,74,100,4.0,overcast clouds
644,Thinadhoo,MV,0.5333,72.9333,83.61,74,88,12.8,overcast clouds
645,Paramonga,PE,-10.6667,-77.8333,69.35,75,30,9.82,scattered clouds
646,Faya,SA,18.3851,42.4509,68.11,42,0,4.34,clear sky
647,Hurghada,EG,27.2574,33.8129,82.4,28,0,17.27,clear sky
648,Sur,OM,22.5667,59.5289,86.86,66,0,13.53,clear sky
649,Yulara,AU,-25.2406,130.9889,64.24,42,75,8.05,broken clouds
650,Knysna,ZA,-34.0363,23.0471,71.98,41,58,7.18,broken clouds
651,Mecca,SA,21.4267,39.8261,88.48,40,0,3.58,clear sky
652,Ashford,GB,51.1459,0.8728,54.9,82,100,8.01,light rain
653,Meadow Lake,US,34.8014,-106.5436,80.83,11,0,15.99,clear sky
654,Sao Filipe,CV,14.8961,-24.4956,73.4,77,0,9.17,clear sky
655,Kaoma,ZM,-14.7833,24.8,59.85,52,57,7.25,broken clouds
656,Belmonte,BR,-15.8631,-38.8828,82.9,73,17,10.0,few clouds
657,Ajdabiya,LY,30.7554,20.2263,77.23,34,0,7.78,clear sky
658,Oum Hadjer,TD,13.2954,19.6966,92.73,9,1,10.51,clear sky
659,Male,MV,4.1748,73.5089,84.45,75,100,15.84,overcast clouds
660,Lira,UG,2.235,32.9097,67.98,85,100,3.98,overcast clouds
661,Wamba,NG,8.9333,8.6,76.48,83,97,5.03,light rain
662,Stephenville,US,32.2207,-98.2023,75.54,80,75,12.66,broken clouds
663,Sinnamary,GF,5.3833,-52.95,78.66,89,100,13.98,overcast clouds
664,Nambucca Heads,AU,-30.65,153.0,57.2,81,100,6.11,overcast clouds
665,Viedma,AR,-40.8135,-62.9967,58.5,50,0,11.61,clear sky
666,Georgiyevka,KZ,43.0369,74.7114,66.24,48,0,5.99,clear sky
667,A Coruna,ES,43.3713,-8.396,60.57,75,75,8.99,broken clouds
668,Karlstad,SE,59.3793,13.5036,50.56,93,90,5.68,overcast clouds
669,Kedrovyy,RU,56.1667,91.8167,61.21,93,100,8.14,overcast clouds
670,Shirokiy,RU,49.758,129.523,49.78,87,100,11.86,overcast clouds
671,Barranca,PE,-10.75,-77.7667,68.67,73,24,9.75,few clouds
672,Soltsy,RU,58.1239,30.3238,47.34,93,100,17.83,overcast clouds
673,Meridian,US,43.6121,-116.3915,59.2,68,90,1.99,overcast clouds
674,Ludvika,SE,60.1496,15.1878,46.04,85,100,10.13,overcast clouds
675,Avera,US,33.194,-82.5271,91.27,35,9,2.06,clear sky
676,Khuzdar,PK,27.7384,66.6434,75.47,37,0,3.44,clear sky
677,Panzhihua,CN,26.5851,101.7128,71.69,80,84,4.27,broken clouds
678,Pinas,EC,-3.6667,-79.65,83.52,85,94,3.15,light rain
679,Bitung,ID,1.4451,125.1824,76.05,78,100,2.64,overcast clouds
680,Tororo,UG,0.693,34.1809,65.7,87,95,4.29,overcast clouds
681,Pangnirtung,CA,66.1451,-65.7125,26.6,63,75,10.36,broken clouds
682,Mao,ES,39.8885,4.2658,59.56,82,0,18.41,clear sky
